_id,AmbientAirTemp,Date,CabinTemp1,ReturnAirTemp,DigitalInputs,DigitalOutputs,BlowerPWM,BlowerHours,CondensorPWM,CompCurr,BattV,CompVolt,HMIReqTemp,serialNumber,CabinTemp,DigitalInputsCal,DigitalOutputsCal,Voltage,Volts,CabinTempHeat,Cabin_Temp_A/C,Cabin_Temp_Fan,Temp_Request
5f6de12e979dd03e1c000311,77.599998,25-09-2020 12:23,65.199997,66.800003,272,41,30,2078.5,0,0,12.7,0,65.199997,10081473,66,AC,1,12.7,12.7,N/A,66.4000015,N/A,65.199997
5f6de12e979dd03e1c00030e,77.599998,25-09-2020 12:23,64.5,66,272,41,30,2078.5,0,0,12.7,0,65.199997,10081473,65.25,AC,1,12.7,12.7,N/A,65.625,N/A,65.199997
5f6de12f979dd03e1c0007b8,75.099998,25-09-2020 12:23,66,66.900002,272,41,30,2085.699951,0,0,12.4,0,65,10081473,66.450001,AC,1,12.4,12.4,N/A,66.6750015,N/A,65
5f6de12f979dd03e1c000778,75.699997,25-09-2020 12:23,61.299999,64,272,61,30,2085.199951,38,5.4,12.1,46,65,10081473,62.6499995,AC,1,12.1,12.1,N/A,63.32499975,N/A,65
5f6de12f979dd03e1c000743,75.199997,25-09-2020 12:23,65.099998,67.099998,272,41,30,2084.800049,0,0,12.4,0,65,10081473,66.099998,AC,1,12.4,12.4,N/A,66.599998,N/A,65
5f6de12f979dd03e1c000721,75.699997,25-09-2020 12:23,66,66.900002,272,41,30,2084.5,0,0,12.5,0,65.199997,10081473,66.450001,AC,1,12.5,12.5,N/A,66.6750015,N/A,65.199997
5f6de12f979dd03e1c0006cb,75.699997,25-09-2020 12:23,63.5,64.800003,272,41,30,2083.899902,0,0,12.3,0,65.199997,10081473,64.1500015,AC,1,12.3,12.3,N/A,64.47500225,N/A,65.199997
5f6de12f979dd03e1c000619,76,25-09-2020 12:23,67,68,272,61,30,2082.899902,37,5,12.2,46,65.199997,10081473,67.5,AC,1,12.2,12.2,N/A,67.75,N/A,65.199997
5f6de12f979dd03e1c0005c5,76.099998,25-09-2020 12:23,63.599998,64.800003,272,41,30,2082.399902,0,0,12.5,0,65.199997,10081473,64.2000005,AC,1,12.5,12.5,N/A,64.50000175,N/A,65.199997
5f6de12e979dd03e1c0004d7,76.699997,25-09-2020 12:23,63.5,64.800003,272,41,30,2081.100098,0,0,12.4,0,65.199997,10081473,64.1500015,AC,1,12.4,12.4,N/A,64.47500225,N/A,65.199997
5f6de12e979dd03e1c0004d6,77,25-09-2020 12:23,63.599998,65,272,61,30,2081.100098,29,2.6,12.4,46,65.199997,10081473,64.299999,AC,1,12.4,12.4,N/A,64.6499995,N/A,65.199997
5f6de12e979dd03e1c0004d3,76.699997,25-09-2020 12:23,63.700001,65.099998,272,61,30,2081,28,2.6,12.4,46,65.199997,10081473,64.3999995,AC,1,12.4,12.4,N/A,64.74999875,N/A,65.199997
5f6de12e979dd03e1c0004ce,76.800003,25-09-2020 12:23,64,65.300003,272,61,30,2081,30,3,12.4,46,65.199997,10081473,64.6500015,AC,1,12.4,12.4,N/A,64.97500225,N/A,65.199997
5f6de12e979dd03e1c0004cc,77,25-09-2020 12:23,64.400002,65.699997,272,61,30,2081,32,3.6,12.3,46,65.199997,10081473,65.0499995,AC,1,12.3,12.3,N/A,65.37499825,N/A,65.199997
5f6de12e979dd03e1c0004c9,77,25-09-2020 12:23,65.199997,66.5,272,61,30,2081,35,4.4,12.3,46,65.199997,10081473,65.8499985,AC,1,12.3,12.3,N/A,66.17499925,N/A,65.199997
5f6de12e979dd03e1c0004c5,76.5,25-09-2020 12:23,66.300003,67.599998,272,61,30,2081,37,5,12.3,46,65.199997,10081473,66.9500005,AC,1,12.3,12.3,N/A,67.27499925,N/A,65.199997
5f6de12e979dd03e1c0004c3,76.300003,25-09-2020 12:23,67.400002,68.599998,272,61,30,2081,37,4.8,12.3,46,65.199997,10081473,68,AC,1,12.3,12.3,N/A,68.299999,N/A,65.199997
5f6de12e979dd03e1c0004c0,76.199997,25-09-2020 12:23,67.900002,68.800003,272,61,20,2080.899902,32,0.2,12.6,47,65.199997,10081473,68.3500025,AC,1,12.6,12.6,N/A,68.57500275,N/A,65.199997
5f6de12e979dd03e1c0004bd,76.199997,25-09-2020 12:23,67.599998,68.5,272,41,30,2080.899902,0,0,12.6,0,65.199997,10081473,68.049999,AC,1,12.6,12.6,N/A,68.2749995,N/A,65.199997
5f6de12e979dd03e1c0004ba,76.099998,25-09-2020 12:23,67.400002,68.300003,272,41,30,2080.899902,0,0,12.6,0,65.199997,10081473,67.8500025,AC,1,12.6,12.6,N/A,68.07500275,N/A,65.199997
5f6de12e979dd03e1c0004b7,76.199997,25-09-2020 12:23,67,67.900002,272,41,30,2080.899902,0,0,12.6,0,65.199997,10081473,67.450001,AC,1,12.6,12.6,N/A,67.6750015,N/A,65.199997
5f6de12e979dd03e1c0004b4,76.199997,25-09-2020 12:23,66.5,67.599998,272,41,30,2080.899902,0,0,12.6,0,65.199997,10081473,67.049999,AC,1,12.6,12.6,N/A,67.3249985,N/A,65.199997
5f6de12e979dd03e1c0004b1,76.300003,25-09-2020 12:23,66,67.099998,272,41,30,2080.899902,0,0,12.6,0,65.199997,10081473,66.549999,AC,1,12.6,12.6,N/A,66.8249985,N/A,65.199997
5f6de12e979dd03e1c0004ae,76.400002,25-09-2020 12:23,65.400002,66.5,272,41,30,2080.800049,0,0,12.6,0,65.199997,10081473,65.950001,AC,1,12.6,12.6,N/A,66.2250005,N/A,65.199997
